"id","annual_earnings","education","age","religion","sex","residence"
15319,173711,11,33,"Muslim","Male","Rural"
15320,17835,12,32,"Hindu","Male","Rural"
15321,540472,5,18,"Hindu","Male","Urban"
15322,85430,15,34,"Hindu","Male","Urban"
15323,45086,7,47,"Muslim","Male","Rural"
15324,15085,0,47,"Hindu","Male","Rural"
15325,31213,10,47,"Muslim","Male","Rural"
15326,15427,5,30,"Hindu","Male","Rural"
15327,387439,0,48,"Muslim","Male","Urban"
15328,13844,9,37,"Hindu","Male","Rural"
15329,10198,13,19,"Hindu","Male","Rural"
15330,11570,6,19,"Hindu","Male","Rural"
15331,22164,0,41,"Muslim","Male","Rural"
15332,152683,3,34,"Hindu","Male","Rural"
15333,16136,0,41,"Hindu","Male","Rural"
15334,236925,5,59,"Hindu","Male","Urban"
15335,9086,3,33,"Hindu","Male","Rural"
15336,89710,0,57,"Hindu","Male","Rural"
15337,44779,6,48,"Sikh","Male","Rural"
15338,8857,0,41,"Hindu","Male","Rural"
15339,13731,0,23,"Hindu","Male","Rural"
15340,22788,9,39,"Hindu","Male","Rural"
15341,9939,12,35,"Hindu","Male","Rural"
15342,8200,3,18,"Hindu","Male","Rural"
15343,94691,2,56,"Muslim","Male","Rural"
15344,335959,15,52,"Hindu","Male","Rural"
15345,15473,0,34,"Hindu","Female","Rural"
15346,28238,2,51,"Hindu","Female","Rural"
15347,170060,10,44,"Hindu","Male","Rural"
15348,10603,0,55,"Hindu","Female","Rural"
15349,23687,8,18,"Sikh","Male","Rural"
15350,1668,15,39,"Hindu","Female","Rural"
15351,4248,0,35,"Hindu","Male","Rural"
15352,11601,3,23,"Hindu","Female","Rural"
15353,10427,1,50,"Hindu","Female","Rural"
15354,133937,8,45,"Muslim","Male","Rural"
15355,26006,10,26,"Hindu","Male","Urban"
15356,89560,15,37,"Hindu","Female","Urban"
15357,137383,6,42,"Hindu","Male","Rural"
15358,4270,5,25,"Hindu","Male","Rural"
15359,17849,8,18,"Hindu","Male","Rural"
15360,95511,13,33,"Hindu","Male","Urban"
15361,131906,10,35,"Buddhist","Male","Urban"
15362,3026,14,27,"Hindu","Female","Rural"
15363,10996,0,47,"Hindu","Male","Rural"
15364,143161,9,36,"Hindu","Male","Urban"
15365,59376,0,44,"Christian","Male","Urban"
15366,676,0,23,"Hindu","Female","Rural"
15367,44980,7,25,"Hindu","Male","Rural"
15368,126593,4,50,"Sikh","Male","Rural"
15369,27410,7,56,"Hindu","Female","Rural"
15370,14314,10,42,"Muslim","Female","Rural"
15371,16464,3,41,"Hindu","Female","Rural"
15372,8266,5,36,"Hindu","Male","Rural"
15373,6744,10,28,"Hindu","Male","Rural"
15374,27982,6,31,"Hindu","Female","Rural"
15375,370025,15,30,"Hindu","Male","Urban"
15376,146277,11,53,"Hindu","Male","Urban"
15377,27912,11,36,"Hindu","Female","Rural"
15378,15126,1,38,"Hindu","Male","Urban"
15379,157738,0,65,"Hindu","Male","Urban"
15380,105974,13,45,"Buddhist","Female","Rural"
15381,11747,0,35,"Hindu","Male","Rural"
15382,5757,3,20,"Hindu","Male","Rural"
15383,101336,8,61,"Muslim","Male","Urban"
15384,51044,14,36,"Hindu","Male","Rural"
15385,36056,12,42,"Hindu","Male","Rural"
15386,24574,15,33,"Hindu","Male","Rural"
15387,5722,0,47,"Hindu","Female","Rural"
15388,34183,3,27,"Christian","Female","Rural"
15389,19528,3,40,"Hindu","Male","Rural"
15390,22256,15,19,"Hindu","Male","Rural"
15391,121123,5,51,"Hindu","Male","Rural"
15392,16126,3,38,"Hindu","Female","Urban"
15393,9838,2,47,"Hindu","Male","Rural"
15394,22007,7,27,"Muslim","Male","Rural"
15395,556,1,46,"Hindu","Female","Urban"
15396,4519,0,33,"Muslim","Female","Urban"
15397,38380,0,38,"Hindu","Male","Rural"
15398,14171,15,22,"Hindu","Female","Rural"
15399,85650,11,18,"Hindu","Female","Urban"
15400,5192,0,40,"Hindu","Male","Rural"
15401,7363,0,29,"Hindu","Female","Urban"
15402,3627,2,20,"Hindu","Male","Rural"
15403,9942,0,28,"Muslim","Female","Rural"
15404,27615,9,35,"Hindu","Female","Rural"
15405,8236,5,27,"Hindu","Male","Rural"
15406,6354,0,37,"Hindu","Female","Rural"
15407,11818,3,29,"Hindu","Male","Urban"
15408,9584,0,47,"Hindu","Male","Rural"
15409,47348,15,44,"Christian","Male","Rural"
15410,23315,11,37,"Hindu","Male","Urban"
15411,43244,12,56,"Hindu","Male","Urban"
15412,113100,15,53,"Hindu","Male","Urban"
15413,115655,11,41,"Hindu","Male","Urban"
15414,38722,15,18,"Sikh","Male","Rural"
15415,99667,11,40,"Hindu","Male","Rural"
15416,73102,12,24,"Hindu","Male","Rural"
15417,60902,3,35,"Tribal","Female","Rural"
15418,67300,0,34,"Hindu","Male","Rural"
15419,4357,3,42,"Hindu","Female","Rural"
15420,26325,9,47,"Hindu","Male","Rural"
15421,13231,4,37,"Hindu","Male","Rural"
15422,7069,4,65,"Hindu","Female","Rural"
15423,14928,1,45,"Hindu","Female","Rural"
15424,19229,8,28,"Hindu","Female","Rural"
15425,114814,15,40,"Hindu","Male","Urban"
15426,7277,0,18,"Hindu","Female","Rural"
15427,20759,0,36,"Hindu","Male","Rural"
15428,21163,3,28,"Hindu","Male","Rural"
15429,6476,1,47,"Hindu","Female","Rural"
15430,735378,9,36,"Hindu","Male","Urban"
15431,16466,0,65,"Hindu","Female","Urban"
15432,412993,10,42,"Hindu","Male","Urban"
15433,14863,6,41,"Hindu","Female","Rural"
15434,27558,5,56,"Hindu","Female","Rural"
15435,8792,6,19,"Hindu","Male","Rural"
15436,5611,0,40,"Hindu","Male","Rural"
15437,7354,1,37,"Hindu","Male","Rural"
15438,17573,4,25,"Hindu","Male","Rural"
15439,27674,2,47,"Hindu","Male","Rural"
15440,78361,0,53,"Muslim","Male","Urban"
15441,11051,5,39,"Hindu","Male","Urban"
15442,84369,10,23,"Hindu","Male","Urban"
15443,119380,11,31,"Hindu","Male","Urban"
15444,15215,8,33,"Hindu","Female","Urban"
15445,226355,3,34,"Hindu","Male","Urban"
15446,34386,8,22,"Hindu","Male","Rural"
15447,14041,12,49,"Muslim","Female","Rural"
15448,26872,7,49,"Hindu","Male","Rural"
15449,90237,6,38,"Christian","Female","Urban"
15450,25361,0,49,"Hindu","Male","Urban"
15451,53483,2,58,"Muslim","Male","Rural"
15452,27028,0,35,"Hindu","Male","Rural"
15453,68219,14,38,"Hindu","Male","Urban"
15454,43406,6,47,"Hindu","Male","Rural"
15455,47097,3,26,"Sikh","Male","Urban"
15456,2416,2,24,"Hindu","Female","Rural"
15457,21616,9,54,"Muslim","Female","Rural"
15458,7954,8,49,"Muslim","Female","Rural"
15459,46511,11,59,"Hindu","Male","Rural"
15460,25662,15,48,"Muslim","Female","Urban"
15461,29979,8,44,"Hindu","Female","Rural"
15462,17327,10,44,"Hindu","Female","Rural"
15463,5393,0,50,"Muslim","Female","Rural"
15464,10627,11,28,"Hindu","Female","Rural"
15465,15374,8,36,"Hindu","Male","Rural"
15466,18121,7,22,"Tribal","Male","Rural"
15467,3979,0,45,"Hindu","Female","Rural"
15468,104049,3,45,"Hindu","Male","Urban"
15469,37860,3,40,"Hindu","Male","Urban"
15470,15258,0,32,"Hindu","Female","Rural"
15471,69661,13,35,"Hindu","Male","Urban"
15472,98474,12,50,"Hindu","Male","Rural"
15473,52392,10,28,"Hindu","Male","Rural"
15474,125764,9,27,"Hindu","Male","Urban"
15475,47955,8,35,"Hindu","Female","Rural"
15476,30591,12,48,"Hindu","Male","Rural"
15477,238730,9,18,"Hindu","Female","Urban"
15478,26603,0,31,"Hindu","Male","Rural"
15479,22172,11,57,"Muslim","Male","Rural"
15480,25234,0,18,"Christian","Male","Rural"
15481,19760,0,39,"Hindu","Male","Rural"
15482,2359,5,26,"Hindu","Female","Urban"
15483,4474,8,53,"Hindu","Female","Rural"
15484,7372,0,56,"Muslim","Male","Urban"
15485,33115,0,38,"Hindu","Male","Rural"
15486,77874,9,18,"Hindu","Male","Urban"
15487,56537,12,50,"Hindu","Male","Rural"
15488,69802,7,50,"Hindu","Male","Rural"
15489,61222,7,53,"Hindu","Male","Urban"
15490,234479,8,49,"Christian","Male","Rural"
15491,5243,1,34,"Muslim","Male","Rural"
15492,12223,5,24,"Muslim","Male","Rural"
15493,42702,13,50,"Muslim","Male","Rural"
15494,14990,15,44,"Hindu","Male","Rural"
15495,111277,11,28,"Muslim","Male","Urban"
15496,26619,3,18,"Christian","Male","Rural"
15497,72407,15,45,"Hindu","Male","Urban"
15498,53246,1,23,"Hindu","Male","Rural"
15499,19643,12,48,"Hindu","Male","Rural"
15500,10041,5,65,"Muslim","Female","Rural"
15501,49986,2,31,"Hindu","Male","Urban"
15502,22961,0,33,"Hindu","Female","Rural"
15503,24868,7,35,"Hindu","Female","Urban"
15504,389768,15,36,"Hindu","Male","Urban"
15505,55093,11,33,"Hindu","Male","Rural"
15506,9809,4,35,"Hindu","Male","Rural"
15507,5582,0,33,"Hindu","Male","Rural"
15508,21675,5,40,"Hindu","Male","Rural"
15509,12996,13,40,"Hindu","Male","Rural"
15510,31547,3,54,"Hindu","Male","Rural"
15511,1954,0,62,"Hindu","Male","Rural"
15512,98286,10,50,"Hindu","Male","Urban"
15513,26481,12,28,"Christian","Female","Rural"
15514,22843,0,48,"Hindu","Male","Rural"
15515,288311,5,51,"Hindu","Male","Urban"
15516,25509,14,42,"Hindu","Female","Rural"
15517,31594,8,48,"Hindu","Female","Urban"
15518,3164,7,30,"Hindu","Female","Rural"
15519,6993,0,18,"Hindu","Female","Rural"
15520,79823,2,61,"Hindu","Male","Rural"
15521,33890,9,22,"Hindu","Male","Rural"
15522,18382,10,27,"Hindu","Female","Urban"
15523,2910,1,57,"Muslim","Female","Rural"
15524,35691,0,25,"Muslim","Male","Urban"
15525,24059,3,36,"Muslim","Male","Rural"
15526,32672,5,35,"Hindu","Male","Rural"
15527,179156,8,39,"Hindu","Male","Rural"
15528,2797,3,33,"Hindu","Male","Rural"
15529,27312,10,21,"Hindu","Female","Rural"
15530,969,5,39,"Hindu","Female","Rural"
15531,391376,15,41,"Buddhist","Male","Urban"
15532,15263,0,27,"Hindu","Male","Rural"
15533,83578,10,47,"Muslim","Male","Rural"
15534,3834,10,47,"Hindu","Female","Rural"
15535,70695,13,37,"Hindu","Female","Urban"
15536,5187,2,32,"Hindu","Female","Rural"
15537,6105,4,50,"Hindu","Female","Rural"
15538,2986,0,38,"Muslim","Female","Rural"
15539,3685,0,27,"Hindu","Male","Rural"
15540,223772,13,30,"Hindu","Male","Urban"
15541,6091,6,40,"Hindu","Male","Rural"
15542,3733,5,55,"Hindu","Female","Rural"
15543,30407,0,49,"Hindu","Male","Rural"
15544,40737,2,46,"Hindu","Male","Rural"
15545,45585,5,44,"Hindu","Female","Rural"
15546,6768,14,43,"Hindu","Female","Rural"
15547,12172,9,51,"Muslim","Male","Rural"
15548,4635,4,36,"Hindu","Female","Rural"
15549,6754,4,24,"Hindu","Female","Rural"
15550,3438,2,29,"Muslim","Female","Rural"
15551,12725,1,18,"Hindu","Female","Rural"
15552,41667,0,40,"Hindu","Male","Rural"
15553,17080,5,41,"Hindu","Male","Urban"
15554,16320,0,39,"Muslim","Male","Rural"
15555,16683,0,62,"Hindu","Male","Rural"
15556,13264,0,49,"Hindu","Female","Rural"
15557,18419,10,43,"Hindu","Female","Rural"
15558,129331,11,59,"Muslim","Female","Urban"
15559,18671,8,35,"Hindu","Male","Rural"
15560,58389,3,34,"Hindu","Male","Rural"
15561,15489,9,18,"Hindu","Male","Rural"
15562,183796,12,43,"Muslim","Male","Rural"
15563,7307,0,38,"Hindu","Male","Rural"
15564,19203,3,29,"Hindu","Male","Rural"
15565,1594,10,24,"Hindu","Female","Rural"
15566,73483,8,44,"Christian","Male","Rural"
15567,37805,7,38,"Hindu","Female","Rural"
15568,3315,0,18,"Hindu","Female","Rural"
15569,39056,3,32,"Hindu","Male","Rural"
15570,35319,15,24,"Hindu","Male","Rural"
15571,18236,1,34,"Hindu","Male","Rural"
15572,30510,0,52,"Hindu","Male","Rural"
15573,13044,0,34,"Hindu","Male","Rural"
15574,12516,2,25,"Hindu","Male","Urban"
15575,5316,0,46,"Hindu","Female","Rural"
15576,25071,8,32,"Hindu","Male","Rural"
15577,54743,11,24,"Hindu","Male","Urban"
15578,11561,5,18,"Hindu","Male","Rural"
15579,46464,2,28,"Hindu","Male","Urban"
15580,172174,15,37,"Hindu","Male","Urban"
15581,686320,15,43,"Hindu","Male","Urban"
15582,10192,15,43,"Hindu","Female","Rural"
15583,13235,4,31,"Hindu","Female","Rural"
15584,20861,1,33,"Hindu","Male","Urban"
15585,65205,15,44,"Hindu","Male","Rural"
15586,13119,1,37,"Hindu","Male","Rural"
15587,9068,8,33,"Hindu","Female","Rural"
15588,164148,6,63,"Hindu","Male","Urban"
15589,27910,5,37,"Hindu","Male","Urban"
15590,25452,5,26,"Hindu","Female","Rural"
15591,246486,3,33,"Hindu","Male","Rural"
15592,3797,6,41,"Hindu","Male","Rural"
15593,177416,0,58,"Muslim","Male","Urban"
15594,154167,9,30,"Hindu","Male","Rural"
15595,12176,3,29,"Hindu","Female","Rural"
15596,2998,0,41,"Hindu","Female","Rural"
15597,28243,0,35,"Hindu","Male","Rural"
15598,40216,5,31,"Hindu","Male","Urban"
15599,15859,6,28,"Hindu","Male","Rural"
15600,16658,8,39,"Hindu","Male","Rural"
15601,3877,0,29,"Christian","Male","Rural"
15602,89979,15,19,"Hindu","Male","Urban"
15603,11580,1,43,"Hindu","Male","Rural"
15604,25102,6,32,"Hindu","Male","Rural"
15605,39105,0,40,"Hindu","Female","Urban"
15606,4764,3,31,"Hindu","Male","Rural"
15607,12508,6,29,"Hindu","Male","Urban"
15608,56541,4,65,"Hindu","Male","Urban"
15609,48179,4,40,"Hindu","Female","Urban"
15610,22111,0,40,"Hindu","Male","Rural"
15611,21329,11,20,"Christian","Male","Rural"
15612,13207,10,44,"Hindu","Male","Rural"
15613,19632,5,52,"Hindu","Male","Rural"
15614,48378,0,28,"Hindu","Male","Rural"
15615,1916,9,37,"Christian","Female","Rural"
15616,8407,13,31,"Hindu","Female","Rural"
15617,110105,8,50,"Hindu","Male","Urban"
15618,5186,0,38,"Hindu","Male","Rural"
15619,73524,7,50,"Christian","Male","Rural"
15620,18201,0,48,"Hindu","Male","Rural"
15621,159185,15,55,"Hindu","Male","Urban"
15622,496710,6,36,"Hindu","Male","Urban"
15623,15010,15,62,"Hindu","Female","Rural"
15624,360058,6,37,"Muslim","Male","Urban"
15625,53207,9,44,"Hindu","Male","Rural"
15626,134663,2,46,"Hindu","Male","Urban"
15627,30743,4,33,"Hindu","Male","Urban"
15628,933041,10,54,"Muslim","Male","Urban"
15629,575242,15,18,"Hindu","Male","Urban"
15630,14475,14,30,"Hindu","Female","Urban"
15631,30437,6,58,"Hindu","Male","Rural"
15632,41173,10,33,"Hindu","Male","Urban"
15633,27195,6,18,"Buddhist","Male","Rural"
15634,24809,10,29,"Hindu","Female","Rural"
15635,19204,13,32,"Christian","Male","Rural"
15636,24489,7,56,"Hindu","Male","Rural"
15637,8745,3,38,"Hindu","Male","Rural"
15638,19983,7,51,"Hindu","Male","Rural"
15639,7078,8,53,"Hindu","Male","Urban"
15640,22684,11,45,"Hindu","Female","Rural"
15641,80630,11,44,"Hindu","Male","Urban"
15642,35001,12,35,"Hindu","Male","Rural"
15643,2269,9,40,"Hindu","Male","Rural"
15644,34664,0,51,"Hindu","Male","Rural"
15645,44578,8,39,"Hindu","Male","Rural"
15646,52393,0,49,"Sikh","Male","Rural"
15647,45923,15,33,"Hindu","Male","Rural"
15648,28130,0,40,"Hindu","Male","Urban"
15649,84665,6,38,"Hindu","Male","Urban"
15650,2936,7,31,"Hindu","Female","Rural"
15651,97988,15,32,"Hindu","Male","Urban"
15652,3798,0,18,"Hindu","Female","Rural"
15653,8494,10,32,"Muslim","Female","Rural"
15654,4322,5,36,"Christian","Male","Rural"
15655,4148,3,31,"Hindu","Male","Rural"
15656,58990,0,33,"Hindu","Male","Rural"
15657,65228,0,55,"Hindu","Male","Rural"
15658,76496,2,54,"Hindu","Male","Rural"
15659,27328,0,29,"Hindu","Male","Rural"
15660,8411,0,30,"Hindu","Female","Urban"
15661,5903,7,58,"Hindu","Male","Rural"
15662,10763,2,41,"Hindu","Male","Rural"
15663,43209,15,27,"Hindu","Male","Urban"
15664,335179,15,25,"Hindu","Male","Rural"
15665,180573,6,42,"Hindu","Male","Rural"
15666,15496,4,36,"Hindu","Female","Rural"
15667,39184,0,49,"Christian","Female","Rural"
15668,84092,14,45,"Hindu","Female","Urban"
15669,16583,6,52,"Hindu","Male","Urban"
15670,9447,7,33,"Muslim","Male","Urban"
15671,41939,1,33,"Hindu","Female","Rural"
15672,27879,6,56,"Hindu","Female","Urban"
15673,57309,10,19,"Hindu","Male","Urban"
15674,4748,2,32,"Hindu","Male","Rural"
15675,3893,0,43,"Hindu","Male","Rural"
15676,45772,0,42,"Hindu","Male","Rural"
15677,30677,8,45,"Hindu","Male","Urban"
15678,35688,6,18,"Hindu","Male","Rural"
15679,17590,7,40,"Hindu","Male","Rural"
15680,52715,12,55,"Hindu","Male","Rural"
15681,20221,5,59,"Hindu","Male","Rural"
15682,11868,8,52,"Hindu","Female","Rural"
15683,322207,14,33,"Muslim","Male","Urban"
15684,7145,2,27,"Hindu","Male","Rural"
15685,10414,2,53,"Hindu","Female","Rural"
15686,42752,0,34,"Hindu","Male","Rural"
15687,8214,3,42,"Sikh","Male","Rural"
15688,55423,15,19,"Hindu","Male","Urban"
15689,22068,4,41,"Hindu","Female","Rural"
15690,60187,6,52,"Hindu","Male","Rural"
15691,28319,9,29,"Hindu","Female","Rural"
15692,3596,4,31,"Hindu","Female","Rural"
15693,38009,9,31,"Hindu","Male","Rural"
15694,34416,3,35,"Hindu","Male","Rural"
15695,18399,0,27,"Hindu","Female","Rural"
15696,1060,2,18,"Hindu","Male","Rural"
15697,477509,12,47,"Hindu","Male","Rural"
15698,175387,5,32,"Hindu","Male","Rural"
15699,82696,4,61,"Muslim","Male","Rural"
15700,63326,11,31,"Hindu","Male","Rural"
15701,21085,12,22,"Hindu","Male","Rural"
15702,29210,1,29,"Hindu","Male","Rural"
15703,15171,5,31,"Hindu","Male","Rural"
15704,12170,12,29,"Buddhist","Female","Urban"
15705,17212,13,21,"Christian","Male","Rural"
15706,76451,0,32,"Hindu","Female","Rural"
15707,78862,12,26,"Hindu","Female","Rural"
15708,8598,0,21,"Hindu","Male","Rural"
15709,5758,3,42,"Hindu","Male","Rural"
15710,182629,12,33,"Hindu","Male","Rural"
15711,149769,10,38,"Hindu","Male","Urban"
15712,1265,2,32,"Muslim","Female","Rural"
15713,29238,7,36,"Muslim","Male","Urban"
15714,46035,9,51,"Hindu","Female","Rural"
15715,122269,8,44,"Hindu","Male","Rural"
15716,14463,3,18,"Hindu","Female","Rural"
15717,8712,0,32,"Hindu","Male","Urban"
15718,49980,8,21,"Muslim","Male","Urban"
15719,38155,1,33,"Christian","Male","Rural"
15720,71410,8,22,"Hindu","Male","Rural"
15721,4300,5,51,"Hindu","Male","Urban"
15722,96360,10,53,"Hindu","Male","Urban"
15723,323889,11,62,"Hindu","Male","Urban"
15724,16665,15,36,"Hindu","Male","Urban"
15725,9950,2,35,"Hindu","Male","Urban"
15726,45902,2,43,"Hindu","Female","Rural"
15727,5420,13,45,"Hindu","Male","Rural"
15728,26308,2,35,"Muslim","Male","Rural"
15729,39747,6,33,"Hindu","Male","Urban"
15730,37913,13,39,"Hindu","Male","Rural"
15731,6521,4,34,"Hindu","Female","Rural"
15732,15111,7,31,"Hindu","Male","Rural"
15733,68711,5,28,"Hindu","Male","Urban"
15734,19279,0,41,"Hindu","Male","Rural"
15735,4270,7,22,"Hindu","Male","Rural"
15736,1708,3,36,"Hindu","Female","Rural"
15737,32339,6,30,"Hindu","Female","Urban"
15738,163126,3,40,"Hindu","Male","Urban"
15739,33883,0,51,"Hindu","Male","Urban"
15740,16264,10,39,"Hindu","Female","Rural"
15741,7858,0,18,"Sikh","Female","Rural"
15742,6204,15,39,"Muslim","Male","Rural"
15743,40451,15,30,"Hindu","Male","Urban"
15744,6222,0,32,"Hindu","Female","Rural"
15745,21302,15,31,"Hindu","Female","Rural"
15746,4515,6,61,"Hindu","Male","Rural"
15747,32402,12,37,"Hindu","Male","Rural"
15748,24603,5,22,"Hindu","Male","Rural"
15749,11675,9,58,"Hindu","Female","Rural"
15750,16268,3,46,"Christian","Male","Rural"
15751,72827,0,48,"Sikh","Male","Rural"
15752,58222,10,47,"Muslim","Male","Rural"
15753,29461,0,31,"Hindu","Male","Rural"
15754,90252,3,47,"Muslim","Male","Urban"
15755,17609,4,43,"Hindu","Female","Rural"
15756,44632,15,41,"Hindu","Male","Urban"
15757,215418,15,28,"Hindu","Male","Rural"
15758,95466,8,56,"Hindu","Male","Rural"
15759,43263,11,37,"Hindu","Male","Rural"
15760,99680,13,34,"Hindu","Male","Urban"
15761,165464,15,48,"Hindu","Female","Urban"
15762,37472,1,61,"Buddhist","Male","Rural"
15763,28578,14,34,"Hindu","Male","Urban"
15764,70254,9,40,"Hindu","Female","Rural"
15765,7599,12,50,"Hindu","Male","Rural"
15766,9536,0,51,"Hindu","Male","Rural"
15767,27785,0,46,"Hindu","Male","Rural"
15768,139589,0,58,"Hindu","Male","Rural"
15769,64438,0,48,"Hindu","Female","Rural"
15770,36604,10,50,"Hindu","Female","Rural"
15771,17663,10,52,"Hindu","Male","Rural"
15772,52441,12,39,"Hindu","Male","Urban"
15773,34537,3,34,"Sikh","Male","Rural"
15774,60022,0,18,"Hindu","Male","Rural"
15775,44723,7,46,"Hindu","Male","Rural"
15776,34426,6,40,"Hindu","Female","Rural"
15777,12792,7,43,"Hindu","Female","Rural"
15778,59734,0,42,"Hindu","Male","Urban"
15779,61393,0,26,"Hindu","Male","Rural"
15780,54444,5,47,"Hindu","Male","Rural"
15781,18696,5,44,"Hindu","Male","Rural"
15782,67099,6,33,"Hindu","Male","Urban"
15783,24717,1,23,"Muslim","Male","Rural"
15784,1054914,15,60,"Hindu","Male","Urban"
15785,10694,0,34,"Hindu","Female","Urban"
15786,12941,14,31,"Hindu","Male","Rural"
15787,179523,9,26,"Hindu","Male","Urban"
15788,15170,1,20,"Hindu","Male","Urban"
15789,24001,10,23,"Christian","Male","Rural"
15790,6439,2,65,"Hindu","Male","Rural"
15791,65661,0,62,"Hindu","Male","Rural"
15792,13011,1,41,"Hindu","Male","Rural"
15793,55057,15,25,"Hindu","Male","Urban"
15794,67710,5,22,"Hindu","Female","Urban"
15795,327231,15,32,"Muslim","Female","Rural"
15796,18485,0,40,"Hindu","Female","Urban"
15797,16110,0,40,"Hindu","Male","Urban"
15798,16351,0,57,"Hindu","Male","Rural"
15799,3128,0,34,"Hindu","Male","Rural"
15800,11665,15,63,"Hindu","Male","Rural"
15801,214556,12,65,"Hindu","Male","Urban"
15802,66989,2,51,"Hindu","Male","Rural"
15803,78461,15,53,"Hindu","Male","Rural"
15804,20638,9,32,"Hindu","Female","Rural"
15805,1890,1,40,"Hindu","Female","Urban"
15806,49901,0,38,"Muslim","Female","Rural"
15807,56043,12,23,"Hindu","Female","Urban"
15808,13730,0,19,"Hindu","Male","Rural"
15809,3069,3,52,"Hindu","Female","Rural"
15810,160456,0,31,"Hindu","Male","Urban"
15811,17490,2,26,"Muslim","Male","Urban"
15812,88411,13,40,"Hindu","Female","Urban"
15813,5165,10,19,"Hindu","Female","Rural"
15814,14736,7,65,"Hindu","Male","Rural"
15815,54130,8,30,"Hindu","Male","Rural"
15816,3310,0,19,"Hindu","Male","Rural"
15817,177555,9,34,"Hindu","Male","Rural"
15818,15306,10,35,"Hindu","Male","Rural"
15819,19006,6,31,"Hindu","Female","Urban"
15820,46331,2,31,"Hindu","Male","Rural"
15821,17398,2,50,"Hindu","Female","Rural"
15822,83066,0,47,"Hindu","Female","Urban"
15823,13872,4,23,"Muslim","Male","Rural"
15824,5768,0,38,"Hindu","Male","Rural"
15825,34513,0,43,"Hindu","Male","Rural"
15826,73984,0,21,"Hindu","Female","Urban"
15827,15967,0,65,"Sikh","Male","Rural"
15828,2309,0,59,"Hindu","Male","Rural"
15829,6942,2,28,"Hindu","Male","Rural"
15830,83406,15,32,"Hindu","Male","Rural"
15831,9214,0,20,"Hindu","Male","Rural"
15832,19996,14,32,"Hindu","Female","Rural"
15833,29699,11,40,"Hindu","Male","Rural"
15834,13596,0,33,"Hindu","Male","Rural"
15835,62400,7,52,"Muslim","Male","Rural"
15836,113104,2,42,"Hindu","Male","Rural"
15837,5139,5,61,"Hindu","Male","Rural"
15838,7214,0,48,"Hindu","Male","Rural"
15839,50674,0,51,"Muslim","Male","Rural"
15840,7402,7,34,"Hindu","Male","Urban"
15841,8041,0,54,"Hindu","Female","Rural"
15842,66050,5,44,"Hindu","Male","Rural"
15843,18774,4,24,"Hindu","Female","Rural"
15844,126074,0,42,"Hindu","Male","Rural"
15845,13791,0,46,"Hindu","Female","Rural"
15846,47498,9,22,"Hindu","Male","Urban"
15847,9725,0,37,"Hindu","Male","Urban"
15848,46355,15,22,"Hindu","Female","Urban"
15849,20294,0,34,"Hindu","Male","Urban"
15850,27989,15,30,"Hindu","Female","Rural"
15851,56185,6,43,"Hindu","Male","Urban"
15852,75788,15,33,"Hindu","Male","Urban"
15853,652834,10,24,"Hindu","Male","Urban"
15854,6396,7,20,"Hindu","Female","Urban"
15855,54161,7,31,"Hindu","Male","Rural"
15856,251581,2,40,"Hindu","Male","Urban"
15857,17545,14,41,"Hindu","Male","Rural"
15858,31864,7,39,"Hindu","Male","Rural"
15859,7109,12,55,"Hindu","Female","Urban"
15860,50733,7,39,"Hindu","Male","Rural"
15861,20879,3,44,"Hindu","Male","Rural"
15862,6688,2,33,"Hindu","Female","Rural"
15863,16118,0,65,"Hindu","Female","Rural"
15864,15311,8,32,"Hindu","Male","Rural"
15865,19162,7,36,"Hindu","Female","Urban"
15866,15023,6,54,"Hindu","Male","Rural"
15867,36191,7,36,"Hindu","Male","Urban"
15868,77435,9,49,"Hindu","Male","Urban"
15869,13467,5,30,"Hindu","Male","Rural"
15870,97514,7,40,"Hindu","Male","Urban"
15871,15250,0,36,"Hindu","Male","Rural"
15872,14678,3,18,"Hindu","Male","Rural"
15873,37817,13,51,"Hindu","Male","Rural"
15874,18182,9,53,"Hindu","Female","Rural"
15875,30738,9,44,"Muslim","Male","Rural"
15876,19354,6,34,"Hindu","Male","Rural"
15877,926101,0,18,"Hindu","Male","Rural"
15878,5265,6,27,"Hindu","Male","Rural"
15879,16974,8,34,"Hindu","Male","Urban"
15880,15997,0,46,"Muslim","Male","Rural"
15881,10539,13,27,"Hindu","Male","Urban"
15882,258943,3,24,"Hindu","Male","Rural"
15883,15922,0,38,"Hindu","Male","Rural"
15884,63580,6,33,"Hindu","Female","Rural"
15885,103928,11,41,"Hindu","Male","Urban"
15886,49595,7,43,"Hindu","Male","Rural"
15887,27577,7,34,"Sikh","Female","Rural"
15888,58894,2,38,"Christian","Male","Rural"
15889,309906,8,32,"Christian","Male","Rural"
15890,44491,15,43,"Hindu","Male","Rural"
15891,59447,3,31,"Hindu","Male","Rural"
15892,18778,0,42,"Hindu","Male","Rural"
15893,119031,1,28,"Hindu","Male","Rural"
15894,26759,0,25,"Hindu","Male","Rural"
15895,2168,0,18,"Hindu","Female","Rural"
15896,7412,12,51,"Hindu","Male","Rural"
15897,8198,4,39,"Hindu","Male","Rural"
15898,19680,15,38,"Hindu","Female","Urban"
15899,14964,0,45,"Muslim","Female","Rural"
15900,61213,13,45,"Hindu","Male","Urban"
15901,99654,11,42,"Hindu","Male","Urban"
