train,age,educ,black,hisp,married,earn96,unem96,earn98,unem98
0.00,19.00,10.00,0.00,0.00,1.00,28.65,0.00,12.14,0.00
0.00,33.00,10.00,0.00,0.00,1.00,24.35,0.00,7.33,0.00
0.00,37.00,8.00,0.00,0.00,1.00,26.85,0.00,16.86,0.00
1.00,21.00,11.00,0.00,0.00,0.00,10.74,0.00,14.62,0.00
0.00,23.00,9.00,0.00,0.00,1.00,23.99,0.00,21.90,0.00
1.00,27.00,9.00,0.00,0.00,1.00,4.65,0.00,20.43,0.00
1.00,46.00,10.00,0.00,0.00,1.00,14.32,0.00,7.26,0.00
0.00,46.00,10.00,0.00,0.00,1.00,14.32,0.00,2.13,0.00
0.00,53.00,2.00,0.00,0.00,1.00,17.19,0.00,0.00,1.00
0.00,48.00,8.00,0.00,0.00,1.00,17.69,0.00,1.12,0.00
1.00,48.00,8.00,0.00,0.00,1.00,17.69,0.00,26.99,0.00
0.00,43.00,9.00,0.00,0.00,1.00,21.48,0.00,0.00,1.00
0.00,34.00,10.00,0.00,0.00,1.00,24.35,0.00,14.61,0.00
0.00,45.00,0.00,0.00,1.00,1.00,32.23,0.00,1.45,0.00
0.00,41.00,9.00,0.00,0.00,1.00,25.78,0.00,7.31,0.00
1.00,51.00,8.00,0.00,0.00,1.00,3.09,0.00,0.00,1.00
0.00,26.00,10.00,0.00,0.00,0.00,28.65,0.00,15.66,0.00
0.00,53.00,4.00,0.00,0.00,1.00,5.32,0.00,0.00,1.00
0.00,30.00,9.00,0.00,0.00,1.00,22.99,0.00,17.34,0.00
1.00,53.00,8.00,0.00,0.00,1.00,0.00,1.00,2.53,0.00
0.00,49.00,6.00,0.00,1.00,1.00,32.94,0.00,17.30,0.00
0.00,49.00,6.00,0.00,1.00,1.00,32.94,0.00,11.17,0.00
0.00,37.00,11.00,0.00,0.00,1.00,0.00,1.00,5.45,0.00
1.00,33.00,9.00,0.00,0.00,1.00,12.53,0.00,6.72,0.00
0.00,33.00,9.00,0.00,0.00,1.00,12.53,0.00,12.60,0.00
0.00,20.00,11.00,0.00,0.00,1.00,14.32,0.00,0.00,1.00
0.00,44.00,8.00,0.00,0.00,1.00,20.62,0.00,14.90,0.00
0.00,28.00,9.00,0.00,0.00,1.00,25.06,0.00,12.54,0.00
0.00,35.00,7.00,0.00,0.00,1.00,25.42,0.00,10.20,0.00
0.00,35.00,7.00,0.00,0.00,1.00,25.42,0.00,20.78,0.00
0.00,41.00,9.00,0.00,0.00,1.00,27.93,0.00,14.28,0.00
0.00,40.00,10.00,0.00,0.00,0.00,21.48,0.00,8.63,0.00
0.00,20.00,11.00,0.00,0.00,0.00,12.39,0.00,12.32,0.00
0.00,19.00,11.00,0.00,0.00,1.00,12.83,0.00,21.99,0.00
0.00,39.00,7.00,0.00,0.00,1.00,13.25,0.00,12.06,0.00
0.00,22.00,11.00,0.00,0.00,1.00,17.19,0.00,14.38,0.00
0.00,37.00,11.00,0.00,0.00,1.00,18.52,0.00,12.34,0.00
0.00,52.00,10.00,0.00,0.00,1.00,24.35,0.00,12.05,0.00
0.00,31.00,11.00,0.00,0.00,1.00,27.57,0.00,21.05,0.00
0.00,21.00,10.00,0.00,0.00,1.00,28.16,0.00,11.99,0.00
0.00,52.00,8.00,0.00,0.00,1.00,28.65,0.00,5.00,0.00
0.00,20.00,11.00,0.00,0.00,0.00,28.65,0.00,4.42,0.00
0.00,52.00,5.00,0.00,0.00,1.00,28.65,0.00,16.82,0.00
0.00,45.00,3.00,0.00,1.00,1.00,32.23,0.00,10.82,0.00
0.00,28.00,6.00,0.00,0.00,1.00,12.79,0.00,0.00,1.00
0.00,44.00,9.00,0.00,0.00,1.00,27.81,0.00,19.14,0.00
0.00,28.00,11.00,0.00,0.00,1.00,21.48,0.00,15.67,0.00
0.00,53.00,8.00,0.00,0.00,1.00,28.65,0.00,0.76,0.00
0.00,53.00,7.00,0.00,0.00,1.00,28.65,0.00,0.00,1.00
0.00,52.00,4.00,0.00,0.00,1.00,30.15,0.00,9.89,0.00
0.00,23.00,11.00,0.00,1.00,1.00,16.83,0.00,21.22,0.00
0.00,25.00,9.00,0.00,0.00,1.00,25.78,0.00,7.01,0.00
1.00,54.00,8.00,0.00,1.00,1.00,0.00,1.00,1.62,0.00
1.00,54.00,8.00,0.00,1.00,1.00,0.00,1.00,6.18,0.00
0.00,21.00,11.00,0.00,0.00,1.00,22.92,0.00,11.01,0.00
0.00,46.00,8.00,0.00,0.00,1.00,21.48,0.00,17.28,0.00
1.00,39.00,8.00,0.00,0.00,1.00,25.06,0.00,14.22,0.00
0.00,19.00,8.00,0.00,0.00,1.00,25.06,0.00,3.10,0.00
0.00,49.00,10.00,0.00,0.00,1.00,28.65,0.00,17.48,0.00
0.00,38.00,11.00,0.00,0.00,1.00,28.65,0.00,23.68,0.00
0.00,31.00,10.00,0.00,0.00,1.00,25.06,0.00,22.15,0.00
0.00,45.00,4.00,0.00,0.00,1.00,27.17,0.00,0.00,1.00
0.00,28.00,9.00,0.00,0.00,0.00,26.50,0.00,4.15,0.00
0.00,34.00,11.00,0.00,0.00,1.00,0.00,1.00,11.23,0.00
0.00,46.00,8.00,0.00,0.00,0.00,26.32,0.00,6.12,0.00
0.00,30.00,9.00,0.00,0.00,1.00,15.75,0.00,13.87,0.00
1.00,49.00,8.00,0.00,1.00,0.00,2.15,0.00,3.64,0.00
0.00,18.00,10.00,0.00,1.00,1.00,21.48,0.00,14.44,0.00
0.00,46.00,4.00,0.00,0.00,1.00,28.65,0.00,11.95,0.00
0.00,22.00,11.00,0.00,0.00,0.00,7.52,0.00,10.82,0.00
0.00,20.00,10.00,0.00,0.00,1.00,23.99,0.00,10.60,0.00
0.00,23.00,11.00,0.00,0.00,1.00,23.97,0.00,19.93,0.00
0.00,22.00,11.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,21.00,9.00,0.00,0.00,1.00,6.41,0.00,8.96,0.00
0.00,46.00,10.00,0.00,1.00,1.00,21.48,0.00,15.36,0.00
0.00,38.00,9.00,0.00,0.00,1.00,15.75,0.00,20.65,0.00
0.00,49.00,4.00,0.00,0.00,1.00,14.32,0.00,5.93,0.00
1.00,51.00,11.00,0.00,0.00,1.00,13.96,0.00,13.11,0.00
1.00,31.00,10.00,0.00,0.00,1.00,4.93,0.00,17.12,0.00
1.00,48.00,10.00,0.00,0.00,1.00,5.73,0.00,0.00,1.00
0.00,28.00,11.00,0.00,0.00,1.00,10.74,0.00,15.38,0.00
0.00,52.00,11.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
1.00,48.00,8.00,0.00,0.00,1.00,0.00,1.00,7.41,0.00
1.00,32.00,9.00,0.00,0.00,1.00,2.86,0.00,11.93,0.00
,,,,,,,,,
